project_id,project_name,department,status,start_date,end_date,budget,actual_cost,project_manager_id,priority,region
PRJ0434,Cloud Migration Phase 1 #434,Marketing,In Progress,2024-02-17,,80000,58505,EMP0474,Medium,Dubai
PRJ0435,Energy Optimisation Platform Phase 2 #435,Digital,Completed,2023-12-08,2024-08-16,80000,57138,EMP0513,Low,Dubai
PRJ0436,Legacy System Decommission Phase 3 #436,Marketing,In Progress,2022-12-12,,500000,314335,EMP0444,Medium,Abu Dhabi
PRJ0437,AI Forecasting Engine Phase 3 #437,Finance,On Hold,,,150000,45692,EMP0989,Low,Dubai
PRJ0438,AI Forecasting Engine - Q2 #438,Procurement,Completed,2024-11-17,2025-04-13,120000,77412,EMP0990,Medium,Abu Dhabi
PRJ0439,Document Management System #439,Sales,In Progress,2024-11-29,,800000,562377,EMP0635,Medium,Dubai
PRJ0440,Recommendation System Phase 2 #440,Legal,Not Started,,,,,EMP0980,Medium,Sharjah
PRJ0441,Real-time Analytics Engine Phase 3 #441,Legal,In Progress,2023-04-14,,1200000,1411032,EMP0034,Medium,Dubai
PRJ0442,Data Lake Implementation - Q4 #442,Sales,On Hold,,,600000,186020,EMP0451,Critical,Dubai
PRJ0443,Risk Assessment Framework #443,HR,Completed,2024-02-10,2025-01-11,120000,78073,EMP0997,Medium,Abu Dhabi
PRJ0444,ERP Consolidation Phase 2 #444,Data Science,On Hold,2024-11-06,,300000,31334,EMP0382,Medium,Abu Dhabi
PRJ0445,AI Forecasting Engine - Q3 #445,Marketing,In Progress,2022-05-30,,2000000,1981562,EMP0195,Low,Dubai
PRJ0446,Identity Management Upgrade - Q4 #446,Marketing,On Hold,2024-07-01,,300000,51169,EMP0736,High,Abu Dhabi
PRJ0447,Data Lake Implementation Phase 2 #447,IT,Not Started,,,,,EMP0379,High,Ras Al Khaimah
PRJ0448,Quality Assurance Automation - Q2 #448,Procurement,Completed,2023-05-29,2024-04-12,350000,346157,EMP0337,Critical,Abu Dhabi
PRJ0449,Visual Analytics Suite #449,Finance,In Progress,2025-01-22,,2000000,1749462,EMP0962,High,Abu Dhabi
PRJ0450,Predictive Healthcare #450,HR,On Hold,,,600000,140564,EMP0557,Medium,Dubai
PRJ0451,Energy Optimisation Platform #451,Marketing,Completed,2024-02-19,2025-05-23,80000,94249,EMP0070,High,Dubai
PRJ0452,Citizen Services Portal - Q4 #452,Legal,Completed,2024-06-12,2025-04-26,1200000,1237348,EMP0174,High,Abu Dhabi
PRJ0453,Compliance Monitoring - Q2 #453,Procurement,In Progress,2024-12-25,,500000,504468,EMP0002,Medium,Abu Dhabi
PRJ0454,Smart Building System Phase 3 #454,Engineering,Completed,2022-03-03,2023-04-06,500000,526670,EMP0440,Medium,Dubai
PRJ0455,Resource Scheduling Tool #455,Engineering,Completed,2022-12-10,2023-07-01,2000000,1411088,EMP0884,Medium,Abu Dhabi
PRJ0456,Knowledge Management Portal - Q2 #456,Digital,Completed,2023-02-06,2023-06-17,500000,547940,EMP0725,Medium,Dubai
PRJ0457,Smart Building System Phase 3 #457,Legal,Not Started,,,,,EMP0215,Medium,Sharjah
PRJ0458,Workflow Automation Phase 3 #458,Legal,In Progress,2022-06-13,,500000,355980,EMP0899,Medium,Ajman
PRJ0459,Tax Automation Platform Phase 3 #459,Legal,In Progress,2022-12-18,,800000,934111,EMP0248,Critical,Abu Dhabi
PRJ0460,Compliance Monitoring #460,Operations,Not Started,,,100000,,EMP0646,High,Abu Dhabi
PRJ0461,Data Platform Modernisation Phase 3 #461,Legal,On Hold,2023-01-17,,300000,98038,EMP0921,High,Dubai
PRJ0462,Predictive Maintenance Phase 2 #462,Finance,Completed,2022-09-03,2024-01-25,2000000,2189194,EMP0085,Critical,Abu Dhabi
PRJ0463,Tax Automation Platform Phase 2 #463,Engineering,In Progress,2023-11-15,,200000,152296,EMP0050,Low,Abu Dhabi
PRJ0464,Risk Assessment Framework #464,HR,In Progress,2022-08-09,,500000,548279,EMP0224,Low,Dubai
PRJ0465,Asset Tracking System - Q2 #465,Digital,Completed,2024-12-10,2025-03-29,200000,215856,EMP0513,Critical,Abu Dhabi
PRJ0466,Master Data Management Phase 2 #466,Procurement,Not Started,,,200000,,EMP0919,High,Abu Dhabi
PRJ0467,ERP Consolidation - Q2 #467,Legal,Completed,2022-09-07,2023-10-28,2000000,1767465,EMP0066,High,Dubai
PRJ0468,Geo-spatial Intelligence #468,Finance,Completed,2023-04-27,2024-08-31,2000000,1832139,EMP0915,Medium,Abu Dhabi
PRJ0469,Procurement Digitalisation - Q3 #469,Legal,In Progress,2023-10-27,,2000000,1698615,EMP0891,Medium,Abu Dhabi
PRJ0470,Customer Feedback Platform Phase 2 #470,Digital,Completed,2024-11-10,2025-06-30,350000,323683,EMP0390,High,Abu Dhabi
PRJ0471,Asset Tracking System Phase 3 #471,IT,Completed,2023-09-16,2024-09-24,80000,94446,EMP0965,High,Ajman
PRJ0472,Data Platform Modernisation #472,Engineering,In Progress,2023-09-21,,500000,491749,EMP0682,High,Abu Dhabi
PRJ0473,Digital Payments Integration #473,HR,Not Started,,,,,EMP0008,Medium,Dubai
PRJ0474,Compliance Monitoring - Q2 #474,Sustainability,Completed,2022-07-25,2023-02-15,350000,269716,EMP0603,Medium,Abu Dhabi
PRJ0475,API Gateway Modernisation Phase 2 #475,Digital,On Hold,2023-08-16,,600000,140820,EMP0759,High,Dubai
PRJ0476,Legacy System Decommission Phase 2 #476,Procurement,In Progress,2024-01-21,,2000000,2381747,EMP0832,Medium,Abu Dhabi
PRJ0477,Fleet Management System Phase 2 #477,IT,Completed,2022-08-05,2023-10-16,120000,85710,EMP0070,Low,Dubai
PRJ0478,Predictive Healthcare Phase 3 #478,Marketing,In Progress,2024-02-12,,50000,56564,EMP0603,Medium,Abu Dhabi
PRJ0479,Cloud Migration Phase 1 - Q2 #479,HR,In Progress,2022-12-05,,1200000,1010898,EMP0833,Low,Dubai
PRJ0480,Employee Wellness App - Q3 #480,Digital,In Progress,2024-01-14,,2000000,1953281,EMP0564,Low,Abu Dhabi
PRJ0481,Workflow Automation Phase 3 #481,IT,Completed,2024-11-12,2026-03-05,1200000,995337,EMP0787,High,Dubai
PRJ0482,Risk Assessment Framework Phase 2 #482,Procurement,Completed,2022-09-05,2023-09-30,1200000,846395,EMP0529,High,Abu Dhabi
PRJ0483,Sentiment Analysis Engine Phase 2 #483,Engineering,In Progress,2022-12-20,,120000,113518,EMP0656,Critical,Abu Dhabi
PRJ0484,Contract Lifecycle Management #484,Procurement,Completed,2023-11-01,2024-12-01,80000,78737,EMP0259,High,Abu Dhabi
PRJ0485,Cloud Migration Phase 1 Phase 3 #485,Procurement,On Hold,2024-07-07,,150000,29409,EMP0349,Medium,Abu Dhabi
PRJ0486,Recommendation System - Q4 #486,Operations,In Progress,2024-03-16,,350000,261898,EMP0030,High,Abu Dhabi
PRJ0487,Knowledge Management Portal #487,IT,Not Started,,,500000,,EMP0496,Low,Dubai
PRJ0488,Crisis Response System Phase 2 #488,Engineering,In Progress,2024-08-17,,2000000,2292796,EMP0850,Low,Dubai
PRJ0489,Identity Management Upgrade Phase 2 #489,IT,In Progress,2022-07-21,,120000,129112,EMP0445,High,Dubai
PRJ0490,Supply Chain Automation Phase 2 #490,Engineering,Not Started,,,,,EMP0641,Medium,Dubai
PRJ0491,Resource Scheduling Tool - Q4 #491,HR,Completed,2024-02-02,2025-03-09,2000000,1628837,EMP0261,High,Abu Dhabi
PRJ0492,Supply Chain Automation Phase 2 #492,Engineering,In Progress,2023-09-11,,200000,230705,EMP0771,Low,Dubai
PRJ0493,Workflow Automation #493,Digital,In Progress,2022-11-30,,200000,224640,EMP0661,Critical,Sharjah
PRJ0494,Data Platform Modernisation Phase 2 #494,Procurement,On Hold,2024-11-10,,,,EMP0102,Medium,Dubai
PRJ0495,Predictive Healthcare #495,Marketing,Not Started,,,500000,,EMP0464,Critical,Abu Dhabi
PRJ0496,Resource Scheduling Tool #496,Marketing,On Hold,,,,,EMP0749,Medium,Abu Dhabi
PRJ0497,Fleet Management System #497,Sales,On Hold,2024-02-24,,600000,195478,EMP0149,Low,Dubai
PRJ0498,Visual Analytics Suite #498,Data Science,Completed,2022-08-03,2022-12-07,120000,75013,EMP0731,High,Abu Dhabi
PRJ0499,Recommendation System - Q3 #499,Operations,In Progress,2023-03-15,,50000,38808,EMP0212,Medium,Abu Dhabi
PRJ0500,Data Lake Implementation Phase 2 #500,Digital,Completed,2023-09-10,2024-12-10,2000000,1324355,EMP0914,High,Abu Dhabi
